source_system,client_id,snapshot_ts,po_internal_id,po_number,vendor_id,inbound_shipment_number,inbound_shipment_status,item_internal_id,quantity_inbound,expected_shipping_date,actual_shipping_date,expected_delivery_date,actual_delivery_date,available_for_sale_date,location_id
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,12154,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,10048,170,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,10055,450,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,10075,300,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,12393,20,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9976,120,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9977,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9925,130,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9927,260,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9935,120,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9937,80,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9946,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9950,70,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9952,300,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9955,300,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9959,200,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,9962,40,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,12585,100,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,12586,50,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,12587,50,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,12590,700,,,,,,
netsuite,vonderk,2026-07-22 09:54,313110,OC_ME-220,8444,INBSHIP237,Para enviar,12092,10,,,,,,
netsuite,vonderk,2026-07-22 09:54,324155,OC_ME-224,9866,INBSHIP236,En tránsito,9581,250,06/07/2026,,18/08/2026,,11/09/2026,
netsuite,vonderk,2026-07-22 09:54,324155,OC_ME-224,9866,INBSHIP236,En tránsito,9843,200,06/07/2026,,18/08/2026,,11/09/2026,
netsuite,vonderk,2026-07-22 09:54,324155,OC_ME-224,9866,INBSHIP236,En tránsito,12025,100,06/07/2026,,18/08/2026,,11/09/2026,
netsuite,vonderk,2026-07-22 09:54,324155,OC_ME-224,9866,INBSHIP236,En tránsito,12595,200,06/07/2026,,18/08/2026,,11/09/2026,
netsuite,vonderk,2026-07-22 09:54,324155,OC_ME-224,9866,INBSHIP236,En tránsito,10426,100,06/07/2026,,18/08/2026,,11/09/2026,
netsuite,vonderk,2026-07-22 09:54,324155,OC_ME-224,9866,INBSHIP236,En tránsito,12596,300,06/07/2026,,18/08/2026,,11/09/2026,
netsuite,vonderk,2026-07-22 09:54,324155,OC_ME-224,9866,INBSHIP236,En tránsito,10425,100,06/07/2026,,18/08/2026,,11/09/2026,
netsuite,vonderk,2026-07-22 09:54,338540,OC_ME-243,9866,INBSHIP235,Para enviar,11152,204,,,,,,
netsuite,vonderk,2026-07-22 09:54,338540,OC_ME-243,9866,INBSHIP235,Para enviar,11920,360,,,,,,
