source_system;client_id;snapshot_ts;order_internal_id;document_number;transaction_date;expected_ship_date;customer_id;item_internal_id;location;subsidiary_id;quantity_ordered;quantity_committed;quantity_fulfilled;quantity_pending;line_net_amount;unit_price_net;estimated_unit_cost;estimated_margin
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;10427;4;3;30;30;0;30;437,850.00 ;14595;145,783.20 ;292,066.80 
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;9612;4;3;10;10;0;10;1,459,500.00 ;145950;613,643.30 ;845,856.70 
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;9410;4;3;20;20;0;20;1,344,964.00 ;67248.2;625,986.50 ;718,977.50 
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;9412;4;3;20;20;0;20;578,518.00 ;28925.9;275,748.20 ;302,769.80 
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;10279;4;3;20;20;0;20;1,032,214.00 ;51610.7;1,564,959.30 ;(532,745.30)
netsuite;vonderk;2026-06-08 15:37;273983;ME-12857;2026-04-20;2026-04-20;13344;11084;4;3;30;30;0;30;1,688,850.00 ;56295;546,978.90 ;1,141,871.10 
netsuite;vonderk;2026-06-08 15:37;271548;MEX-5746;2026-04-16;2026-04-16;3737;9955;12;11;3;3;0;3;0.00 ;0;717,014.50 ;(717,014.50)
netsuite;vonderk;2026-06-08 15:37;271548;MEX-5746;2026-04-16;2026-04-16;3737;9445;12;11;10;0.9;0;10;0.00 ;0;1,576,476.25 ;(1,576,476.25)
netsuite;vonderk;2026-06-08 15:37;271548;MEX-5746;2026-04-16;2026-04-16;3737;9770;12;11;1;1;0;1;0.00 ;0;6,010.90 ;(6,010.90)
netsuite;vonderk;2026-06-08 15:37;271879;ME-12680;2026-04-16;2026-04-16;3913;10145;4;3;10;10;0;10;209,135.00 ;20913.5;72,574.00 ;136,561.00 
netsuite;vonderk;2026-06-08 15:37;270572;ME-12605;2026-04-15;2026-04-15;3926;9785;4;3;10;10;0;10;60,940.00 ;6094;24,791.50 ;36,148.50 
netsuite;vonderk;2026-06-08 15:37;270573;ME-12606;2026-04-15;2026-04-15;3926;9615;4;3;2;2;0;2;207,196.00 ;103598;67,643.40 ;139,552.60 
netsuite;vonderk;2026-06-08 15:37;270574;ME-12607;2026-04-15;2026-04-15;3926;9613;4;3;2;2;0;2;310,240.00 ;155120;111,367.85 ;198,872.15 
netsuite;vonderk;2026-06-08 15:37;270575;ME-12608;2026-04-15;2026-04-15;3926;11093;4;3;2;2;0;2;177,280.00 ;88640;61,009.25 ;116,270.75 
netsuite;vonderk;2026-06-08 15:37;266482;ME-12390;2026-04-13;2026-04-13;3951;10145;4;3;8;8;0;8;165,586.60 ;20698.325;58,064.97 ;107,521.63 
netsuite;vonderk;2026-06-08 15:37;257663;ME-11905;2026-03-31;2026-03-31;3906;9855;4;3;4;1;0;4;654,336.00 ;163584;400,880.20 ;253,455.80 
netsuite;vonderk;2026-06-08 15:37;253507;ME-11712;2026-03-28;2026-03-30;3759;10392;4;3;60;1;0;60;12,027,750.00 ;200462.5;4,837,381.33 ;7,190,368.67 
netsuite;vonderk;2026-06-08 15:37;252885;ME-11689;2026-03-27;2026-03-27;3981;9977;4;3;1;1;0;1;89,794.00 ;89794;27,313.50 ;62,480.50 
netsuite;vonderk;2026-06-08 15:37;250698;ME-11577;2026-03-26;2026-03-26;13343;9997;4;3;4;4;0;4;259,168.00 ;64792;110,530.00 ;148,638.00 
netsuite;vonderk;2026-06-08 15:37;251442;ME-11596;2026-03-26;2026-03-26;13871;10336;4;3;1;1;0;1;93,940.00 ;93940;49,224.00 ;44,716.00 
netsuite;vonderk;2026-06-08 15:37;251442;ME-11596;2026-03-26;2026-03-26;13871;10355;4;3;1;1;0;1;380,520.00 ;380520;106,022.00 ;274,498.00 
netsuite;vonderk;2026-06-08 15:37;249444;ME-11486;2026-03-25;2026-03-25;3793;9285;4;3;20;5;0;20;167,508.00 ;8375.4;75,731.10 ;91,776.90 
netsuite;vonderk;2026-06-08 15:37;250308;ME-11522;2026-03-25;2026-03-25;3868;10351;4;3;35;1;0;35;4,023,012.00 ;114943.2;2,066,904.90 ;1,956,107.10 
netsuite;vonderk;2026-06-08 15:37;248926;ME-11425;2026-03-23;2026-03-23;3932;9977;4;3;4;4;0;4;308,620.80 ;77155.2;109,246.80 ;199,374.00 
netsuite;vonderk;2026-06-08 15:37;247338;ME-11340;2026-03-20;2026-03-20;4160;9291;4;3;17;12;0;17;438,522.65 ;25795.45;146,990.20 ;291,532.45 
netsuite;vonderk;2026-06-08 15:37;244707;ME-11197;2026-03-19;2026-03-19;4075;9946;4;3;1;1;0;1;36,294.75 ;36294.75;10,739.85 ;25,554.90 
netsuite;vonderk;2026-06-08 15:37;243576;ME-11121;2026-03-18;2026-03-18;3937;9670;4;3;15;2;0;15;244,512.00 ;16300.8;79,890.90 ;164,621.10 
netsuite;vonderk;2026-06-08 15:37;244044;ME-11137;2026-03-18;2026-03-18;3767;9686;4;3;75;8;0;75;2,302,912.50 ;30705.5;648,211.50 ;1,654,701.00 
netsuite;vonderk;2026-06-08 15:37;242933;ME-11048;2026-03-17;2026-03-17;3727;9726;4;3;10;10;0;10;106,691.00 ;10669.1;50,911.70 ;55,779.30 
netsuite;vonderk;2026-06-08 15:37;241067;ME-10952;2026-03-16;2026-03-16;3727;10191;4;3;2;2;0;2;21,612.40 ;10806.2;8,562.60 ;13,049.80 
netsuite;vonderk;2026-06-08 15:37;240135;ME-10884;2026-03-14;2026-03-16;3769;9977;4;3;4;4;0;4;306,432.00 ;76608;109,256.00 ;197,176.00 
netsuite;vonderk;2026-06-08 15:37;240137;ME-10886;2026-03-14;2026-03-16;3787;9531;4;3;20;20;0;20;326,480.00 ;16324;119,280.00 ;207,200.00 
netsuite;vonderk;2026-06-08 15:37;240137;ME-10886;2026-03-14;2026-03-16;3787;9537;4;3;20;20;0;20;4,480.00 ;224;700.00 ;3,780.00 
netsuite;vonderk;2026-06-08 15:37;240112;ME-10878;2026-03-13;2026-03-13;3904;9499;4;3;12;3;0;12;115,464.00 ;9622;27,351.95 ;88,112.05 
netsuite;vonderk;2026-06-08 15:37;240116;ME-10880;2026-03-13;2026-03-13;3949;9670;4;3;3;3;0;3;48,902.40 ;16300.8;15,975.35 ;32,927.05 
netsuite;vonderk;2026-06-08 15:37;235960;ME-10603;2026-03-10;2026-03-10;14005;9670;4;3;10;10;0;10;183,680.00 ;18368;53,267.20 ;130,412.80 
netsuite;vonderk;2026-06-08 15:37;232903;ME-10426;2026-03-08;2026-03-09;3905;9290;4;3;10;10;0;10;90,624.00 ;9062.4;33,488.40 ;57,135.60 
netsuite;vonderk;2026-06-08 15:37;226060;ME-10101;2026-03-02;2026-03-05;3845;10009;4;3;8;8;0;8;208,569.60 ;26071.2;81,351.80 ;127,217.80 
netsuite;vonderk;2026-06-08 15:37;223546;ME-10001;2026-02-27;2026-02-27;3767;11418;4;3;17;17;0;17;309,353.25 ;18197.25;129,005.25 ;180,348.00 
netsuite;vonderk;2026-06-08 15:37;223103;ME-9947;2026-02-26;2026-02-26;3749;10279;4;3;1;1;0;1;63,038.25 ;63038.25;25,738.85 ;37,299.40 
netsuite;vonderk;2026-06-08 15:37;223103;ME-9947;2026-02-26;2026-02-26;3749;9284;4;3;1;1;0;1;11,150.20 ;11150.2;3,367.70 ;7,782.50 
netsuite;vonderk;2026-06-08 15:37;223103;ME-9947;2026-02-26;2026-02-26;3749;9854;4;3;2;2;0;2;120,982.50 ;60491.25;38,205.00 ;82,777.50 
netsuite;vonderk;2026-06-08 15:37;223103;ME-9947;2026-02-26;2026-02-26;3749;9961;4;3;3;3;0;3;177,653.25 ;59217.75;41,700.05 ;135,953.20 
netsuite;vonderk;2026-06-08 15:37;223103;ME-9947;2026-02-26;2026-02-26;3749;9491;4;3;1;1;0;1;117,360.10 ;117360.1;39,011.55 ;78,348.55 
netsuite;vonderk;2026-06-08 15:37;223231;ME-9953;2026-02-26;2026-02-26;3913;12127;4;3;1;1;0;1;105,191.10 ;105191.1;39,789.80 ;65,401.30 
netsuite;vonderk;2026-06-08 15:37;223233;ME-9954;2026-02-26;2026-02-26;3913;12128;4;3;1;1;0;1;132,444.00 ;132444;49,666.50 ;82,777.50 
netsuite;vonderk;2026-06-08 15:37;223233;ME-9954;2026-02-26;2026-02-26;3913;12129;4;3;1;1;0;1;22,158.90 ;22158.9;8,291.90 ;13,867.00 
netsuite;vonderk;2026-06-08 15:37;223234;ME-9955;2026-02-26;2026-02-26;3913;12132;4;3;1;1;0;1;105,445.80 ;105445.8;38,346.50 ;67,099.30 
netsuite;vonderk;2026-06-08 15:37;223235;ME-9956;2026-02-26;2026-02-26;3913;9669;4;3;6;5;0;6;97,804.80 ;16300.8;31,964.85 ;65,839.95 
netsuite;vonderk;2026-06-08 15:37;217305;ME-9661;2026-02-20;2026-02-20;3816;10190;4;3;13;13;0;13;241,956.00 ;18612;76,577.10 ;165,378.90 
netsuite;vonderk;2026-06-08 15:37;217305;ME-9661;2026-02-20;2026-02-20;3816;6864;4;3;10;1;0;10;631,680.00 ;63168;201,362.10 ;430,317.90 
netsuite;vonderk;2026-06-08 15:37;217305;ME-9661;2026-02-20;2026-02-20;3816;8527;4;3;2;2;0;2;89,676.00 ;44838;35,207.70 ;54,468.30 
netsuite;vonderk;2026-06-08 15:37;185047;ME-7927;2026-01-20;2026-01-20;3937;9580;4;3;30;1;0;30;268,056.00 ;8935.2;66,605.20 ;201,450.80 
netsuite;vonderk;2026-06-08 15:37;177261;MEX-2940;2026-01-14;2026-01-14;3727;6692;12;11;1;1;0;1;0.00 ;0;130,008.11 ;(130,008.11)
netsuite;vonderk;2026-06-08 15:37;178470;ME-7604;2026-01-14;2026-01-14;3746;10262;4;3;10;10;0;10;200,623.50 ;20062.35;79,284.15 ;121,339.35 
netsuite;vonderk;2026-06-08 15:37;171596;ME-7244;2026-01-08;2026-01-08;3932;9290;4;3;9;9;0;9;76,982.40 ;8553.6;30,145.50 ;46,836.90 
netsuite;vonderk;2026-06-08 15:37;152893;MEX-2434;2025-12-17;2025-12-17;3789;10412;12;11;2;1;0;2;0.00 ;0;305,655.50 ;(305,655.50)
netsuite;vonderk;2026-06-08 15:37;140861;UY-21;2025-12-03;2025-12-03;13888;10548;11;10;30;19;0;30;108,490.37 ;3616.347826;60,402.80 ;1,268.95 
netsuite;vonderk;2026-06-08 15:37;140861;UY-21;2025-12-03;2025-12-03;13888;10774;11;10;30;10;0;30;577,271.74 ;19242.3913;349,967.08 ;5,832.16 
netsuite;vonderk;2026-06-08 15:37;140861;UY-21;2025-12-03;2025-12-03;13888;3735;11;10;30;30;0;30;325,471.43 ;10849.04348;197,237.58 ;3,290.72 
netsuite;vonderk;2026-06-08 15:37;140861;UY-21;2025-12-03;2025-12-03;13888;9590;11;10;30;7;0;30;144,776.09 ;4825.869565;85,668.32 ;1,530.33 
netsuite;vonderk;2026-06-08 15:37;140861;UY-21;2025-12-03;2025-12-03;13888;9289;11;10;40;1;0;40;129,015.53 ;3225.391304;91,532.61 ;874.61 
netsuite;vonderk;2026-06-08 15:37;94113;UY-6;2025-10-17;2025-10-17;13353;9796;11;10;405;29;0;405;110,780.12 ;273.5310559;0.00 ;3,567.12 
netsuite;vonderk;2026-06-08 15:37;94113;UY-6;2025-10-17;2025-10-17;13353;9832;11;10;210;64;0;210;430,811.49 ;2051.482919;0.00 ;13,872.13 
